minHBint8,minHBint4,minHBint7,nAtomLAC,nN,ETA_dBeta,SsssCH,SaaNH,minHBint6,C3SP2,nBondsD2,MDEC-22,ALogP,BCUTp-1l,minHBa,maxHBa,SdssC,minHBint5,nHsOH,AMR,Caco-2
0,0,0,3,1,5,0,0,3.573695177,2,1,6.98708883,1.3702,4.783653765,5.777544407,9.705314941,0,3.207960516,2,84.9377,0
0,0,0,2,1,5,0,0,3.58789761,2,1,6.98708883,1.3092,4.785467154,5.803521773,9.724400353,0,3.216901056,2,86.6534,0
7.778542847,8.857641455,0,2,1,4.75,0,0,3.602383479,2,1,5.047718414,1.219,4.663132716,5.644355106,13.87849852,0,3.163516426,2,86.7812,0
7.786405254,8.856131804,0,3,1,4.75,0,0,3.587610325,2,1,5.047718414,1.28,4.655884031,5.61837774,13.86914667,0,3.154265147,2,85.0655,1
8.027356368,8.90574665,0,0,1,5.25,0,0,3.573911527,2,1,3.668388859,1.0802,4.65097251,5.536711073,13.79680099,0,3.221410016,2,79.1616,0
8.118074719,9.361961258,0,0,1,5,0,0,3.671364047,2,1,2.554030141,0.99,4.310545156,5.425044407,13.83383803,0,3.183564515,2,79.2894,0
8.12477181,9.19554712,0,0,1,5,0,0,3.578721352,2,1,2.268900945,0.99,4.638613281,5.377544407,13.81763432,0,3.161997212,2,79.2894,0
8.104164737,9.345919929,0,0,1,5,0,0,3.671364047,2,1,2.288304911,0.99,4.327607512,5.425044407,13.81013432,0,3.183564515,2,79.2894,0
0,0,0,0,1,5,0,0,3.382227325,3,1,3.668388859,1.6168,4.939611018,5.776711073,9.650495559,0,3.254072452,2,83.3158,1
0,0,0,0,1,7.5,0,0,3.584730317,3,0,12.59783305,1.6707,4.786727675,5.930656652,9.973892038,0,3.039403398,2,98.6223,0
0,0,0,0,1,6.5,0,0,3.592076567,2,0,8.152029463,0.2766,4.784548441,5.381406587,9.869725372,0,2.93309412,2,89.7123,0
0,0,0,0,1,6.25,0,0,3.702404781,2,0,6.367995563,0.1864,4.337543407,5.340521813,13.51259722,0,2.937512799,2,89.8401,0
0,0,0,0,1,7,0,0,3.605743293,2,0,8.152029463,1.0213,4.789855281,-1.132389672,9.948943479,0,-0.581084941,2,95.8867,0
0,0,0,0,2,6.5,0,0,3.605958275,2,0,6.243814011,-0.0411,4.789203732,-1.243500784,9.921165701,0,-0.655372372,2,91.7122,0
0,0,0,0,1,2,0.440016482,0,3.585851975,2,0,10.47059563,0.092,4.786301564,5.988655518,9.972911313,0,2.93513575,2,86.4162,0
0,0,0,0,1,5.25,0,0,3.685384154,2,1,2.581081793,1.5329,4.357619183,5.702451814,13.44513635,0,2.938251065,2,86.6958,0
5.143255865,3.201794073,3.211164351,0,1,5,0,0,0,2,0,4.348119036,0.0198,4.858583164,5.085898762,9.786158825,0,2.803401673,3,71.8378,0
0,5.095642465,3.261149062,0,1,5.25,0,0,0,2,0,6.400421689,0.5829,4.85781926,5.165065429,9.780950491,0,2.847039185,2,70.2323,0
5.141418496,3.222103004,0,0,1,5.25,0,0,0,2,0,6.400421689,0.5829,4.864018387,5.118158541,9.765325491,0,2.821183608,2,70.2323,0
0,3.237118454,3.246592111,0,1,5.25,0,0,0,2,0,6.394267228,0.5829,4.799911356,5.142009873,9.325626732,0,0,2,70.2323,0
0,5.097910822,3.225721302,0,1,5,0,0,0,2,0,4.208200626,0.0198,4.859651042,5.108954318,9.787753212,0,2.816110142,3,71.8378,1
0,0,3.261149062,0,1,5.25,0,0,0,2,0,6.19261138,0.5829,4.800841642,5.165065429,9.454633619,0,3.104186511,2,70.2323,1
0,3.217390775,2.9474781,0,1,5,0,0,0,2,0,4.52188582,0.9516,4.868901512,0.576507046,9.554887487,0,0,2,74.9485,1
0,3.199200488,3.13769351,0,2,7,0,0,0,3,0,5.820568777,0.422,4.581479536,5.132100576,9.387788722,0,0,2,75.2108,0
0,3.219816869,2.943707154,0,1,5.25,0,0,0,2,0,4.52188582,1.0356,4.873422463,5.200966789,9.5724415,0,0,2,77.7665,0
0,3.21042951,3.352561127,0,1,5,0,0,0,2,0,4.52188582,0.4927,4.368293847,5.059432398,13.2869119,0,0,2,70.3601,0
0,3.210400483,2.947898827,0,1,4.75,0,0,0,3,0,4.52188582,1.0293,4.866171163,5.181881378,9.513992426,0,0,2,74.5143,1
0,3.207582726,3.073437936,0,1,4.75,0,0,0,3,0,4.348119036,1.0293,4.871075867,5.197009873,9.407788722,0,0,2,74.5143,0
0,3.159464404,2.865462238,3,1,3.75,0,0,0,3,0,7.543223326,0.213,4.878449118,5.275152589,9.634421375,0,0,2,82.6879,1
0,3.167833241,2.626735175,3,1,3.75,0,0,0,3,0,7.456427285,0.213,4.869855636,5.241853978,9.836353537,0,0,2,82.6879,1
4.581638255,3.175637213,2.915978012,0,1,4.5,0,0,0,3,0,3.138033853,0.4662,4.869846762,5.125770266,10.07319586,0,2.50501863,3,76.1198,0
0,3.17868028,2.998505212,2,2,6.5,0,0,0,3,0,7.543223326,0.4568,4.200737867,5.192244426,9.525010944,0,0,2,79.76,0
0,3.192802081,3.072163051,0,2,4.75,0,0,5.167553214,3,1,5.820568777,0.2368,4.028988459,5.168151455,9.491122055,0,0,3,78.841,1
4.899984139,3.185079577,2.911948697,0,1,5,0,0,0,2,0,2.811547978,0.4725,4.877097209,5.144855678,9.936580635,0,2.68637037,3,79.372,0
4.904147799,3.18264136,2.915643876,0,1,4.75,0,0,0,2,0,2.811547978,0.3885,4.872576337,0.460553685,9.928778852,0,0.240753068,3,76.554,0
4.907157362,3.175637213,2.915978012,0,1,4.5,0,0,0,3,0,2.811547978,0.4662,4.869846374,5.125770266,9.910603269,0,2.682996764,3,76.1198,0
0,3.108609003,2.314570813,3,1,2.75,0,0,0,4,0,6.919662194,0.3243,4.884591834,5.341355111,10.14829798,0,0,2,91.8183,1
0,3.083766567,2.219454919,3,1,2.25,0,0,0,4,0,8.719704874,-0.1569,4.887047066,5.374996693,10.24381952,0,0,2,95.1435,1
0,3.18264169,0,0,1,6.75,0,0,0,4,0,9.533219549,1.1273,4.870807501,5.265452622,9.499831426,0,0,2,88.4293,1
2.755161019,3.17975786,0,0,1,6.75,0,0,0,4,0,9.466900315,1.1273,4.871044794,5.260681532,9.833039199,0,0,2,88.4293,0
0,3.165446867,0,0,1,6.75,0,0,0,4,0,7.456427285,1.58,4.873856357,5.30072497,9.845317538,0,0,2,95.9635,0
0,0,0,0,1,6.75,0,0,0,4,0,9.300971412,1.1273,4.97362592,5.288508178,9.62503734,0,3.017299877,2,88.4293,0
2.990260168,3.173678059,0,0,1,6.75,0,0,0,4,0,9.63235347,1.1273,4.881283722,5.297535037,9.592079259,0,0,2,88.4293,1
0,3.169721748,2.66492288,0,1,6.75,0,0,0,4,0,9.568645879,1.1273,4.881748341,5.290931122,9.96593687,0,0,2,88.4293,0
0,3.169721748,2.880451839,0,1,6.75,0,0,0,4,0,9.596691273,1.1273,4.881746054,5.290931122,9.724976931,0,0,2,88.4293,0
0,3.432849982,0,0,1,6.5,0,0,2.930876459,3,0,9.075446532,1.2029,4.881748248,5.730147392,9.934667737,0,0,2,88.3037,0
0,3.438542118,3.271501985,0,1,6.5,0,0,0,3,0,9.126645916,1.2029,4.881283039,5.739648762,9.569742306,0,0,2,88.3037,0
0,3.432849982,0,0,1,6.5,0,0,2.930876459,3,0,9.075446532,1.2029,4.88174823,5.730147392,9.934667737,0,0,2,88.3037,0
0,3.457868493,0,0,1,6.75,0,0,0,3,0,11.7185189,1.766,4.880830951,5.771908541,9.494057526,0,0,1,86.6982,0
0,3.423721381,2.925915195,0,1,6.5,0,0,0,3,0,7.089004274,1.6556,4.887369902,5.798605678,9.915228417,0,0,2,95.8379,0
0,3.547518643,3.227395493,0,1,6.25,0,0,0,3,0,7.525744649,1.1127,4.270538503,5.627982096,13.39832427,0,0,2,88.4315,1
0,0,3.284643259,0,1,6.5,0,0,0,3,0,9.126645916,1.2029,4.907906055,5.762704318,9.569742306,0,3.434746111,2,88.3037,0
0,3.409050327,0,0,1,6,0,0,2.720469324,4,0,6.891711788,1.6493,4.884204384,5.770018896,10.11550107,0,0,2,92.5857,0
3.326097687,0,0,0,1,6.5,0,0,0,3,0,9.033655673,1.2029,4.897427893,5.710117237,9.483308793,0,3.433966472,2,88.3037,0
0,0,7.485837285,0,0,4.75,0,0,0,4,2,5.958037473,1.5549,4.877335563,9.321799375,12.45067224,1.827061865,7.112396522,2,83.441,0
0,0,7.472325973,0,0,4.75,0,0,0,5,2,5.958037473,1.5486,4.848342199,9.307187106,12.41326483,1.430907029,7.102756021,2,80.1888,0
0,0,-0.72452016,0,0,4.25,0,0,-0.68287231,4,2,5.958037473,1.3483,4.885495725,-1.233640532,12.6062278,1.932362791,6.978081278,2,88.7247,0
0,0,-0.726735103,0,0,3.75,0,0,-0.681283455,4,2,7.242420733,1.5987,4.890407513,-1.258846293,12.7221575,1.99574242,6.885189609,2,93.0185,0
0,0,7.352384517,0,0,7.75,0,0,0,6,2,16.05223821,2.1144,4.878008697,9.524218723,12.98658258,1.31345616,6.85479657,2,104.4224,0
0,2.88634047,7.509003531,0,0,3.75,0,0,0,4,2,4.353979233,1.0563,4.881628489,5.310964716,12.66326861,1.612663717,6.882083884,2,90.0845,1
0,4.72827759,7.510554913,0,0,4.5,0,0,0,4,2,4.353979233,0.9918,4.879173387,9.325914601,12.49178335,1.288265569,6.197905595,3,85.0465,1
0,-0.662510587,-0.838010928,0,0,4,0,0,-0.789839249,4,2,4.353979233,0.7852,4.88733355,-1.426881273,12.64733891,1.393566494,5.872244655,3,90.3302,1
0,-0.644579363,-0.838293464,0,0,3.5,0,0,-0.785864705,4,2,5.38585576,1.0356,4.89224534,-1.452087034,12.76326861,1.456946124,5.665596728,3,94.624,1
0,4.147376461,7.37565967,0,0,7.5,0,0,0,6,2,13.409096,1.5513,4.879846529,9.528333949,13.02769369,0.774659864,5.523908601,3,106.0279,0
0,0,7.478956886,0,0,4.75,0,0,6.987024873,4,2,5.958037473,1.5549,4.877336718,9.321799375,12.43922855,1.827061865,0,2,83.441,0
0,0,7.469323845,0,0,4,0,0,0,4,2,5.958037473,1.6194,4.878556354,5.238733159,12.56837396,2.043086052,0,1,88.479,1
0,0,7.465437296,0,0,4.75,0,0,6.981962246,5,2,5.958037473,1.5486,4.848342881,9.307187106,12.40182115,1.430907029,0,2,80.1888,1
0,0,-0.745291293,0,0,4.25,0,0,6.781729504,4,2,5.958037473,1.3483,4.885496947,-1.269007543,12.59478411,1.932362791,-0.683303963,2,88.7247,0
0,0,-0.747152567,0,0,3.75,0,0,6.645547576,4,2,7.195415029,1.5987,4.890408766,-1.294213304,12.71071381,1.99574242,-0.676654058,2,93.0185,0
0,0,7.345905645,0,0,7.75,0,0,6.573389985,6,2,15.85728412,2.1144,4.878009857,9.524218723,12.97513889,1.31345616,0,2,104.4224,0
0,4.900636397,7.502056711,0,0,4.5,0,0,7.016210123,5,2,4.353979233,0.9855,4.850180361,9.311302333,12.46265448,0.892110733,0,3,81.7943,1
0,4.521004026,7.380346581,0,0,7.5,0,0,6.604209017,6,2,13.44782,1.5513,4.879847124,9.528333949,13.03597222,0.774659864,0,3,106.0279,1
0,2.9858942,0,0,0,6.25,0,0,6.911179356,5,2,17.9954691,3.4239,4.99290615,0.781433136,12.80281242,1.138614138,0,1,113.6276,0
3.494444165,5.087433451,0,2,0,5.25,0,0,3.07632918,2,1,9.112478888,0.4805,4.828373949,5.571920903,12.12138794,-0.262448035,0,2,83.1707,0
0,0,0,0,0,6,0,0,0,3,3,13.94401914,1.319,4.641778869,5.003063366,11.95831283,-0.330985011,0,0,100.5593,0
0,8.59670104,0,0,0,6,0,0,0,4,0,8.290089116,2.1123,4.786056353,0.552146263,13.88771339,0,0,2,85.7234,1
0,9.099536382,0,0,0,6,0,0,0,4,0,8.407279638,1.6534,4.387530905,9.130963266,13.81368628,0,0,2,81.135,1
0,9.039362281,0,0,0,5.75,0,0,0,4,0,6.304875736,2.0221,4.395172243,0.48971828,13.90104672,0,0,2,85.8512,1
0,8.948988537,0,0,0,6,0,0,0,4,0,8.146093375,1.6534,4.758458984,9.159759563,13.82118628,0,0,2,81.135,1
0,8.887768117,0,0,0,5.75,0,0,0,4,0,6.089612551,2.0221,4.773740234,0.475202485,13.90854672,0,0,2,85.8512,1
0,0.392810907,0,0,0,6.25,0,0,0,4,0,10.4742004,2.2025,4.979382087,0.693404879,9.485099069,0,0,2,85.5956,1
0,0.389845183,0,0,0,6,0,0,0,4,0,8.290089116,2.5712,5.060708614,0.634298374,9.797923458,0,0,2,90.3118,1
0,3.079250656,0,0,0,5.5,0,0,0,4,0,10.4742004,1.3352,4.949754213,5.311748919,9.51003734,0,0,2,87.5229,1
0,0,0,0,0,6,0,0,0,5,0,10.4742004,2.2802,4.969441309,9.458926229,9.463448149,0,0,2,85.1614,1
0,0,0,0,0,5.75,0,0,0,5,0,8.290089116,2.6489,4.973396499,0.626220337,9.791380248,0,0,2,89.8776,1
0,0,0,0,0,6.25,0,0,0,4,0,10.85606937,1.7436,4.393221045,9.190129933,13.34862312,0,0,2,81.0072,1
0,0,0,0,0,6,0,0,0,4,0,8.633031486,2.1123,4.400862346,0.566662057,13.41928156,0,0,2,85.7234,1
0,0,0,0,0,6.25,0,0,0,4,0,10.85606937,2.2025,4.97557142,0.63687424,9.606024995,0,0,2,85.5956,1
0,0,0,0,0,6,0,0,0,4,0,8.633031486,2.5712,5.305204178,0.633205267,9.789063818,0,0,2,90.3118,1
0,0,0,0,0,6,0,0,0,4,0,8.9318115,1.6534,4.380854492,9.10216697,13.36945646,0,0,2,81.135,1
0,0,0,0,0,5.75,0,0,0,4,0,6.784752304,2.0221,4.388495117,0.504234074,13.44011489,0,0,2,85.8512,1
8.61029661,0,0,0,0,6.25,0,0,0,4,0,10.3872479,1.7436,4.811665023,9.258609871,14.03114024,0,8.384501727,2,81.0072,1
9.05315686,0,0,0,0,6,0,0,0,4,0,8.1672819,1.6534,4.391797287,9.170646908,14.03794296,0,8.446574816,2,81.135,1
8.665166175,0,0,0,0,6,0,0,0,4,0,8.529910345,2.1123,4.815496151,0.383750535,14.31814642,0,7.639026176,2,85.7234,1
9.116937758,0,0,0,0,5.75,0,0,0,4,0,6.391841469,2.0221,4.399439171,0.321322551,14.32494914,0,7.701849572,2,85.8512,1
0.431268503,0,0,0,0,6.25,0,0,0,4,0,10.3872479,2.2025,4.827668682,0.725024655,9.56195295,0,0.402541866,2,85.5956,1
0.437344538,0,0,0,0,6,0,0,0,4,0,8.529910345,2.5712,4.831491335,0.649923374,9.889885049,0,0.366341628,2,90.3118,1
0,0,0,0,1,8.25,0,0,0,5,0,12.47779764,1.6729,4.682179064,9.326511106,9.529888478,0,0,2,85.8579,1
0,0,0,0,1,8,0,0,0,5,0,10.12052139,1.5827,4.415670426,9.238548143,13.4660547,0,0,2,85.9857,1
0,0,0,0,1,8.25,0,0,0,5,0,10.26869405,2.1256,4.82967601,9.370631094,9.87537459,0,0,2,93.3921,1
0,0,0,0,1,8,0,0,0,5,0,10.26869405,2.0416,4.804394228,0.47446384,9.857820577,0,0,2,90.5741,1
0,0,0,0,1,7.75,0,0,0,5,0,8.003444558,1.9514,4.423312725,0.412035857,13.53671314,0,0,2,90.7019,1
0,0,0,0,1,7.75,0,0,0,5,0,8.003444558,1.4925,4.415312759,9.225352551,14.00276622,0,0,2,86.1135,1
0,0,0,0,0,6.5,0,0,6.430506633,5,1,10.12052139,1.3556,4.335962176,9.234720982,13.46152152,0,0,2,86.081,1
0,0,0,0,0,6.75,0,0,0,5,1,10.12052139,2.2555,4.425329984,9.274720982,13.51090424,0,0,2,89.9343,1
0,0,0,0,0,5.25,0,0,0,5,0,10.12052139,1.8549,4.422693248,9.290893822,13.53106242,0,0,2,90.1376,1
7.88586941,0,0,0,0,8.25,0,0,5.586738434,5,0,10.12052139,2.3129,4.418661315,9.258548143,13.49074606,0,0,2,87.5513,1
0,0,0,3,0,7.75,0,0,0,5,0,12.20756309,2.7804,4.42357312,9.306605994,13.56926458,0,0,2,93.8526,1
0,8.669212647,0,0,1,8,0,0,0,5,0,9.775604486,1.5827,4.68074971,9.267344439,13.9531071,0,0,2,85.9857,1
0,9.113948051,0,0,1,7.75,0,0,0,5,0,7.743569618,1.4925,4.409980614,9.179381476,13.96644043,0,0,2,86.1135,1
0,8.961635425,0,0,1,7.75,0,0,0,5,0,7.51394944,1.4925,4.679319015,9.208177773,13.97394043,0,0,2,86.1135,1
0,0,0,0,1,7.75,0,0,0,5,0,8.214707289,1.4925,4.403307617,9.15058518,13.48688804,0,0,2,86.1135,1
0,0,0,0,1,8.25,0,0,0,5,0,12.51611765,1.6729,4.597335815,9.317208122,9.580166256,0,0,2,85.8579,1
0,0,0,0,1,8,0,0,0,5,0,10.15144029,1.5827,4.404442708,9.229245159,13.44173269,0,0,2,85.9857,1
0,0,0,0,1,8,0,0,0,5,0,8.001167282,2.0354,4.416605214,9.273365147,13.51519977,0,0,2,93.5199,1
0,0,0,0,2,9.75,0,0,0,6,0,9.589184566,1.4218,4.410052487,9.261504113,13.51737684,0,0,2,90.9642,0
0,0,0,0,1,7.5,0,0,0,6,0,8.001167282,2.0291,4.409355752,9.265636344,13.50584792,0,0,2,90.2677,1
0,0,0,0,1,8,0,0,0,5,0,10.27445832,2.0416,4.658459842,0.51537276,9.908098355,0,0,2,90.5741,1
0,0,0,0,1,7.75,0,0,0,5,0,8.001167282,1.9514,4.412084836,0.452944776,13.51239113,0,0,2,90.7019,1
0,0,0,0,0,8.25,0,0,0,5,0,10.15144029,2.3129,4.405940787,9.245774085,13.46173269,0,5.691441241,2,87.5513,1
0,0,0,3,0,7.75,0,0,0,5,0,12.11782501,2.7804,4.408396639,9.285948557,13.52631947,0,0,2,93.8526,1
0,0,0,0,0,6.5,0,0,0,5,1,10.15144029,1.3556,4.251477598,9.225980697,13.43790553,0,6.27727082,2,86.081,1
0,0,0,0,0,6.75,0,0,0,5,1,10.15144029,2.2555,4.409275612,9.259038548,13.47790553,0,0,2,89.9343,1
0,0,0,0,0,5.25,0,0,0,5,0,10.15144029,1.8549,4.407957218,9.272303011,13.49407837,0,0,2,90.1376,1
0,0,0,0,0,6.5,0,0,0,4,0,13.25175199,1.8338,4.812385008,9.278092896,9.419332923,0,0,2,80.8794,1
0,0,0,0,0,6.5,0,0,0,4,0,12.93571666,1.8338,5.031515144,9.49176813,9.736778996,0,0,2,80.8794,1
0,0,0,0,0,6.5,0,0,0,4,0,13.11768475,1.8338,4.812848828,9.278671408,9.735997103,0,0,2,80.8794,1
0,0,0,0,0,6.5,0,0,0,4,0,13.06335164,1.8338,4.972196745,9.419911435,9.490986237,0,0,2,80.8794,1
0,0,0,0,0,6.75,0,0,0,4,0,16.11539601,2.3969,4.971294534,9.416578102,9.416578102,0,0,1,79.2739,1
0,0,0,0,0,6.5,0,0,0,4,0,13.14843375,1.8338,4.812845945,9.278671408,9.495037163,0,0,2,80.8794,0
0,0,0,0,0,6.5,0,0,0,4,0,12.96603912,1.8338,5.02234014,9.49176813,9.495819056,0,0,2,80.8794,1
0,0,0,0,0,6.75,0,0,0,4,0,15.97826831,2.3969,5.020609863,9.49170383,9.49170383,0,0,1,79.2739,1
0,0,0,0,0,6.75,0,0,0,4,0,16.08222408,2.3969,4.811931576,9.275338075,9.275338075,0,0,1,79.2739,1
0,0,0,0,0,6.25,0,0,0,4,0,10.94694641,2.2025,4.816209924,0.629090041,9.747265022,0,0,2,85.5956,1
0,0,0,0,0,6.5,0,0,0,4,0,10.94694641,2.2865,4.818470531,9.322212884,9.764819034,0,0,2,88.4136,1
0,0,0,0,0,6.25,0,0,0,4,0,10.94694641,1.7436,4.711937432,9.264897304,13.70226211,0,0,2,81.0072,1
0,0,0,0,1,8.25,0,0,0,5,0,12.60564114,1.6729,4.576967981,9.310351849,9.67511996,0,0,2,85.8579,0
0,0,0,0,0,9,0,0,0,6,0,20.8372794,2.846,4.818553139,9.440539898,10.35105817,0,0,2,109.395,0
0,0,0,0,0,6,0,0,0,5,0,10.94694641,2.2802,4.814844939,9.314484081,9.70636996,0,0,2,85.1614,1
0,0,0,0,0,5.5,0,0,0,4,0,10.94694641,1.3352,4.814532169,5.236499179,9.77261996,0,0,2,87.5229,1
0,6.322956819,0,0,1,7.25,0,0,0,4,1,10.94694641,2.0471,4.029962263,9.300595192,11.0459145,0,0,2,84.0971,1
0,8.659492241,0,0,0,6.25,0,0,0,4,0,10.4742004,1.7436,4.770791854,9.218926229,13.80035294,0,0,2,81.0072,1
0,0,1.485702495,2,3,-4,0.104919141,0,1.923995191,2,1,21.96560082,-0.1562,4.841491863,2.491377988,9.599189477,1.023086167,0,1,118.3542,0
0,0,0,0,3,-3,0.874666184,0,1.128655342,3,0,0,1.5551,5.079014402,2.509113806,10.06846088,0,0,1,141.7054,0
0,0,0,0,3,-1.5,0.714917051,0,1.141939888,3,0,28.18592292,2.5611,5.078819323,2.427561549,10.02610951,0,0,1,139.8538,0
0,0,0,0,3,-2,0.728296298,0,1.134081175,3,0,29.97601545,2.8115,5.078895039,2.496509352,10.04395674,0,0,1,144.1476,0
0,0,0,0,3,-2,0.76534915,0,1.133131299,3,0,30.22095934,2.2731,5.078972111,2.483117105,10.04643831,0,0,1,142.7654,0
0,0,0,0,3,-1,0.151193678,0,1.153702857,3,0,30.84729852,2.5718,5.078512358,2.385894883,10.00471516,0,0,1,135.2694,0
0,0,0,0,2,-0.25,0.846624789,0,1.149659121,4,0,30.84729852,1.9045,5.078839633,2.427561549,10.0102248,0,0,1,131.0252,0
0,0,0,0,2,-0.5,0.676288151,0,1.087419001,4,0,27.72085837,1.8143,4.103311259,2.350591616,13.55348699,0,0,1,131.153,0
0,0,0,0,2,-0.5,0.623009852,0,1.058471473,4,0,27.44478488,1.8143,4.36744177,2.284758283,14.02367361,0,0,1,131.153,0
0,1.077412715,0,0,2,-0.5,0.695094333,0,1.085761748,4,0,27.44478488,1.3414,5.079735779,2.364758283,10.0683064,0,0,2,132.6307,0
0,1.080929418,0,0,3,-1.25,0.034897382,0,1.089230414,3,0,27.44478488,2.0087,5.079408511,2.351152841,10.06279676,0,0,2,136.8749,0
0,1.065051019,0,0,3,-2.25,0.631228777,0,1.073371468,3,0,27.44478488,1.9586,5.079561477,2.356662483,10.09700973,0,0,2,146.3735,0
0,1.059407628,0,3,3,-2.75,0.739517511,0,1.067739559,3,0,29.63469485,2.4909,5.079560793,2.359914702,10.11092981,0,0,2,150.1582,0
0,1.062063946,0,0,3,-3.25,0.996461956,0,1.070416769,3,0,33.58917717,2.1231,5.079549362,2.365831862,10.11439002,0,0,2,147.5968,0
0,1.054465498,0,0,3,-3.75,0.850141388,0,1.062831356,3,0,0,0.704,5.079626676,2.369524087,10.13205784,0,0,2,146.2225,0
0,1.048279512,0,0,3,-4.25,0.838738528,0,1.056654377,3,0,0,0.416,5.079648596,2.372075107,10.14594673,0,0,2,149.1341,0
0,-0.656045152,0,2,2,1.25,0,0,1.173396107,3,0,31.52248908,0.663,5.290869766,-1.390214226,10.01749171,0,0,1,148.1857,0
0,-0.719907308,0,2,2,1,0,0,1.127254558,3,0,28.85122006,0.0999,5.27946288,-1.525543444,10.17754202,0,-0.681778923,2,149.7912,0
0,-0.667915717,0,2,2,3.75,0,0,1.192303888,3,0,18.64200375,1.9964,5.290809519,-1.381089158,9.961322978,0,0,1,138.5083,0
0,-0.733362985,0,2,2,3.5,0,0,1.145017068,3,0,16.01059775,1.4333,5.279349434,-1.516418376,10.11471613,0,-0.697555701,2,140.1138,0
0,-0.662691713,0,2,2,2.75,0,0,1.181031188,3,0,21.90542545,2.4972,5.290845323,-1.388003578,9.989474543,0,0,1,147.0959,0
0,-0.727303615,0,2,2,2.5,0,0,1.134347934,3,0,19.26465788,1.9341,5.27942394,-1.523332796,10.14630404,0,-0.690194254,2,148.7014,0
0,-0.665888477,0,2,2,1.25,0,0,1.180109106,3,0,26.22151995,1.6841,5.29084946,-1.39469918,9.999486171,0,0,1,147.5828,0
0,-0.730500379,0,2,2,1,0,0,1.133425852,3,0,23.56203671,1.121,5.279426161,-1.530028398,10.15748029,0,-0.693227908,2,149.1883,0
0,-0.658316667,0,2,2,1.75,0,0,1.178879629,3,0,28.85324578,0.951,5.290858707,-1.38688668,10.00502634,0,0,1,145.2741,0
0,-0.722553696,0,2,2,1.5,0,0,1.132467228,3,0,26.19036314,0.3879,5.279440813,-1.522215898,10.16365313,0,-0.68499001,2,146.8796,0
0,-0.660569747,0,2,2,2.25,0,0,1.18434676,3,0,26.48056365,1.239,5.290847745,-1.383559134,9.992560963,0,0,1,142.3625,0
0,-0.725181649,0,2,2,2,0,0,1.137663506,3,0,23.82406479,0.6759,5.279418828,-1.518888352,10.14976424,0,-0.688180557,2,143.968,0
0,0,0,0,1,6,0,0,0,2,0,10.21096975,1.0981,4.801962552,9.257684733,9.391555145,0,0,2,78.8567,1
0,0,0,0,1,5.75,0,0,0,2,0,8.224284536,1.4668,4.805787898,0.589090041,9.719487244,0,0,2,83.5729,1
0,0,0,0,1,6,0,0,0,2,0,8.224284536,1.5508,4.808048522,9.30180472,9.737041256,0,0,2,86.3909,0
0.414465235,0,0,0,1,5.75,0,0,0,2,0,7.687648,1.4668,4.817246522,0.685024655,9.534175173,0,0.389847647,2,83.5729,1
0.374043587,0,0,0,1,5.5,0,0,0,2,0,5.71475917,1.3766,4.402939814,0.58785361,13.43162183,0,0.336976736,2,83.7007,1
0,0,0,0,1,6,0,0,0,2,0,7.687648,1.5508,4.826286691,9.323821278,9.541976956,0,0,2,86.3909,1
0,0,0,0,1,5.75,0,0,0,2,0,5.71475917,1.4606,4.421018247,9.235858315,13.43601034,0,0,2,86.5187,1
0,0,0,0,1,5.5,0,0,0,2,0,4.181029752,1.3704,4.408651367,9.147895352,13.45684367,0,0,2,86.6465,1
0,0,0,0,1,6.5,0,0,0,3,1,9.547030468,1.61,4.818019385,9.342275782,9.577224079,0,0,2,87.7838,1
0,0,0,0,1,6.25,0,0,0,3,1,7.434777777,1.5198,4.40448621,9.254312819,13.48312646,0,0,2,87.9116,1
0,0,0,0,1,5,0,0,0,3,0,9.547030468,1.2094,4.816700876,9.358448622,9.611521131,0,0,2,87.9871,1
0,0,0,0,1,4.75,0,0,0,3,0,7.434777777,1.1192,4.401849472,9.270485659,13.50328464,0,0,2,88.1149,1
0,0,0,2,1,8,0,0,5.592941315,3,0,9.547030468,1.6674,4.814683379,9.326102943,9.542927027,0,0,2,85.4008,0
8.056617881,0,0,0,1,7.75,0,0,5.702858617,3,0,7.434777777,1.5772,4.397817536,9.23813998,13.46296828,0,0,2,85.5286,1
8.235551819,0,0,0,1,7.5,0,0,5.812450101,3,0,5.75904753,1.487,4.385452148,9.150177017,13.48380162,0,0,2,85.6564,0
0,0,0,0,2,7.75,0,0,0,3,0,9.547030468,0.9372,4.661335681,9.306102943,9.502110701,0,0,2,83.8352,1
0,0,0,0,2,7.5,0,0,0,3,0,7.434777777,0.847,4.394826645,9.21813998,13.43827693,0,0,2,83.963,1
0,0,0,0,1,5.75,0,0,6.657876492,3,1,7.687648,0.6486,4.817951867,9.346391008,11.85890201,-0.08978857,0,2,88.407,1
0,0,0,0,1,5.5,0,0,6.702843647,3,1,5.71475917,0.5584,4.4043634,9.258428045,13.51302615,-0.181944182,0,2,88.5348,1
0,0,0,0,1,8.25,0,0,0,4,0,15.80785821,2.0201,4.421691562,9.402321526,13.74434133,0,0,2,107.5001,0
3.261974413,0,0,0,1,5,0,0,0,2,0,7.687648,0.5995,4.810549483,5.367848718,9.555965576,0,3.098084239,2,85.5002,1
